GO.ID	Term	Annotated	Significant	Expected	Fisher Test	Significant Genes
GO:0005737	cytoplasm	11890	1785	1501.93	< 1e-30	10000:10010:10019:10020:10024:10026:100271849:100271927:10046:10049:100506084:10053:10056:10079:10082:10083:10090:10103:1012:10121:10131:10144:10148:10150:10184:10200:1021:10257:10274:10276:10299:10300:10313:10314:10345:10360:10361:10391:10396:10398:104:10400:10404:10420:10451:10452:10457:10458:10464:10466:10479:10497:105:10518:10536:10579:10580:10588:10609:10611:10614:1063:10641:10642:10644:10659:10681:10746:10755:10767:10783:108:10806:10813:10841:10856:10873:10890:109:10905:10929:10948:10965:10972:10973:11037:11043:11055:11059:110599583:11060:11069:11076:11077:11083:11097:11101:11124:11127:11131:11145:11161:11163:11170:1118:11188:11199:11214:11226:11227:11235:11238:1124:11259:11278:11282:11283:11285:1129:1131:11311:113146:11315:11320:113278:11332:11342:11343:113451:113675:1143:114335:114783:114789:114791:114793:114804:114815:114876:114879:114880:114884:115098:115209:115290:115827:116225:116449:116496:116987:116988:117145:1175:117854:1183:118426:118429:118987:119:1191:119391:119710:1207:121278:122060:123096:123099:123591:123745:124540:124925:125058:1258:1261:126549:127294:127602:127700:1278:127845:127943:128153:1284:1286:1288:128869:1289:1294:129563:1296:129642:130026:1301:1302:1305:130507:1306:130951:1310:132:134147:134265:134957:135114:135138:135152:135228:136332:136895:1373:137735:1378:137868:137902:137964:1384:139728:140460:140688:140691:1411:142685:143098:143162:143187:1432:1435:143570:144100:144132:144233:144406:144423:144535:144699:145173:1455:145567:1456:1457:146439:146556:146691:146754:147166:147700:148229:148867:149461:1495:1497:150082:1501:150280:150468:150684:150763:150962:151011:151242:151246:151651:151742:152002:152206:152273:153090:153201:154141:154664:155382:157310:157922:158135:158297:158471:1586:159:1603:160428:160518:1606:1612:1615:161514:161582:161742:1620:163486:1636:1644:1663:166378:166614:167838:169044:169166:169355:169714:170712:171024:171425:171568:1727:1739:174:1755:1759:1761:1769:1770:1788:1791:1793:1794:1795:1803:1807:1809:1814:1831:1838:1846:1896:1917:192668:1939:1952:196385:196446:196483:199857:200162:200205:200373:200403:2009:201134:201595:202051:202052:2027:2028:203286:2035:2036:2037:205:2051:2055:2059:2066:2103:2108:2121:2131:2137:2146:2157:2158:217:2176:2184:2191:2195:219621:219771:219790:2200:220042:2203:220869:220972:221002:221264:221322:221395:221421:221458:221472:221692:2218:221895:221937:222229:222235:222537:222643:2230:2235:2246:225689:2260:2262:22848:22849:22853:22866:22876:22882:22883:22898:22906:22911:22915:22920:22924:22933:22941:22950:22987:22989:22994:22998:22999:23005:23012:23014:23022:23023:23024:23025:23026:23035:23037:23043:23046:23057:23072:23077:23078:23085:23094:23096:23102:23107:23108:23114:23120:23122:23138:23143:23150:2317:23171:23179:23189:23194:23205:2321:23216:23220:23232:23233:23236:23240:23241:23242:23245:23247:23254:23261:23263:23271:23274:23281:23287:23291:23295:23301:23304:23305:23315:23321:23327:23331:23332:23334:23335:23345:23363:23368:23370:23380:23382:23395:23396:23413:23414:23417:23421:23426:23457:23475:23499:23523:23532:23544:23549:23556:23582:23596:23608:23635:23639:23676:23760:23762:23779:239:2395:24:2444:245972:2494:25:252983:253260:2534:253714:254263:254528:2549:255101:2553:255631:2560:256815:257364:25809:25822:25828:25836:25861:25862:25864:25865:2588:25884:25886:2590:25902:25904:25914:25923:259230:25924:25932:25936:25953:2596:25981:25989:26010:26011:26019:26022:26034:26035:26038:26040:26052:26053:26059:26074:26095:26128:26136:26137:26146:261734:2620:26207:2622:26230:26249:26275:26278:26297:2632:2643:26503:26509:26574:26580:2673:26747:26750:2690:26999:27:27010:27067:27074:2710:27115:27127:27143:27147:2719:27236:27241:27244:27306:2731:27333:27347:27352:2737:2741:2762:2766:2776:2788:2822:2827:282809:282973:283358:283446:283455:283638:283726:284001:284004:284076:284106:284111:284131:284297:284361:284434:284723:284805:285025:285180:285195:285386:285440:285590:285848:2868:2869:287:288:2888:2889:2893:28957:28964:28966:2899:28996:29:2904:29088:2909:29103:29105:29119:29123:2914:2915:2932:2961:29760:29767:29775:29780:29789:29800:2984:29899:29922:29924:29928:29970:29984:30011:3030:3033:3053:3064:307:3077:30819:30820:3083:3092:3096:31:3141:3183:320:321:323:324:3249:3269:3276:3295:331:3340:337867:338811:339855:340481:340895:341019:3416:342184:342527:342977:344658:346007:346389:347240:347516:348093:3487:3488:3490:349565:351:3516:353376:357:3593:36:3600:3607:3636:3643:3662:367:3675:368:3693:3700:3704:3707:3708:3709:3720:374407:374868:375056:375298:375337:375449:3763:376497:3767:3781:3784:3787:3796:3797:3845:387119:387332:387338:387357:387521:387597:387694:387755:388228:388341:388650:388743:3890:389015:389203:389434:3899:390792:3909:391365:3918:3934:3949:395:3978:3988:399:3991:399687:400818:401265:401541:401647:4026:4036:4045:4052:405753:406:4060:4086:4091:41:4117:4137:4145:4163:4166:4199:4205:4207:4208:4217:4240:4257:4285:4286:4297:4303:4336:4357:440073:440822:441024:442117:444:4440:445571:4481:4482:4507:4520:4534:4548:460:4601:462:4621:4629:463:4638:4642:4643:4653:4660:4661:4673:4680:4684:4702:4703:4705:4734:4745:4750:4756:4763:4771:4779:4810:4829:4862:4867:4899:4901:4919:4920:4926:4976:4983:49855:5000:501:5019:5024:5025:5026:50488:50512:5053:5058:5064:50649:5066:5071:5073:5079:50848:50853:5091:50940:51062:51070:51084:51097:51112:51114:51144:51167:51174:51194:51196:51199:51230:51257:51265:51280:51292:5130:51304:51305:51319:51343:51347:51365:51377:5138:51380:5139:5140:51409:5142:5144:51451:51458:51473:51474:5150:51512:51514:51535:51555:51557:5159:51652:51657:51666:51684:5169:51700:51702:51735:51741:51760:51761:51809:5208:5211:5217:5218:5245:5251:5270:5287:5288:5295:5297:5305:5314:5321:5325:5332:53335:5334:5336:5337:53407:53630:5371:538:540:54102:5414:54221:5435:54414:54434:54462:54463:5449:54498:5452:54536:54550:54602:547:5471:54715:54742:54756:54762:54768:54777:54795:54806:54808:54810:54820:54828:54848:54858:54869:54875:54897:54919:54926:54928:54941:54949:55013:55062:550643:55074:55075:55102:55103:55107:55124:55151:55160:55164:55165:5520:55214:55225:55240:55243:55259:5527:55275:55289:55294:5530:55316:55329:55331:55345:55349:55357:55435:55500:5553:55530:55567:55568:55582:55607:55610:55617:55619:55626:55672:55680:55686:55690:55691:55703:55715:55718:55733:55744:55750:55754:55756:55757:55760:55763:5577:55770:55779:5578:55781:55784:55787:55789:5579:55790:5581:55815:5583:55831:55841:55843:5585:55856:55857:55862:55871:55884:55898:5590:55915:5592:55930:55959:56052:5611:5613:56164:5618:56203:5624:56288:5641:56479:56649:56683:56776:56853:5686:56888:56890:56896:56898:56899:56937:56942:56950:56953:56955:56964:56987:56998:57001:57102:57111:57118:57125:57128:57143:57157:57159:57161:5717:57172:57176:57178:57180:57186:57190:57194:57198:57205:57221:57228:57231:57412:57449:5745:57451:57458:57460:57464:5747:57476:57481:57491:575:57509:57513:57519:57520:57521:57531:57533:57535:57537:57539:57544:57553:57584:57591:57619:57636:57639:57642:57644:57650:57664:57669:57690:57695:57706:57707:57724:57731:5778:57799:5787:5791:5798:5801:5817:5825:5827:583:58488:58497:58504:58509:58513:58528:586:5864:5866:5871:5873:5889:5900:5915:5922:5923:5924:5926:59269:59338:59341:59352:5937:594:5947:5990:5998:5999:60312:60468:60487:60488:60496:60526:606495:60677:60678:60682:6091:6098:613:6169:6185:6198:6251:6252:6253:6259:6261:6262:6263:6310:6311:6314:6323:633:6344:636:63876:63892:63898:63899:6390:63917:63929:63933:640:6403:64077:64081:64097:64131:64135:6414:64147:64170:64172:64180:64215:64283:64285:643037:64328:64343:644019:64411:644150:6442:64421:64426:6443:64446:6447:644974:6450:64579:64601:646625:64682:64699:64711:64750:64754:64757:64772:64784:64786:64795:64805:6483:64837:64839:64863:6487:64895:64901:65056:65078:6523:65260:652968:6532:6546:6559:6568:6584:6586:65991:66037:6611:6623:6645:6650:6654:667:6671:671:6710:6711:6720:6721:673:6733:6769:6786:6788:6809:6840:6860:6874:6875:6904:6929:6935:6938:7006:701:7029:7035:7039:7043:7047:7111:7135:7153:7155:7161:7163:7188:7204:7248:726:7260:7273:7275:727897:728597:728661:729440:729873:730094:7326:7327:7389:7399:7402:7405:7407:7410:7414:7421:7450:7461:7468:747:7485:7520:753:7534:763:767:7704:773:7739:776:779:7799:781:785:7850:7873:7881:7884:78986:79019:79054:79068:79071:79092:79109:79132:79133:79147:7915:79152:79363:794:79400:7941:79575:79591:79611:79612:79628:79631:79648:79658:79664:79669:79675:79695:79705:79709:79739:79746:79772:79781:79783:79784:79796:79798:79807:79810:79823:79827:79829:79853:79856:79871:79884:79901:79913:79944:79974:79980:800:80023:80028:80114:80115:80128:80146:80150:80168:80173:80201:80205:80207:8021:80210:80216:80217:80243:8028:8029:8030:80310:80333:8050:80724:80726:80762:80781:80817:81:8131:81544:81550:81606:81616:81624:817:8178:81844:81846:81849:8189:8202:8208:8218:8224:8228:824:8277:8288:8317:832:83394:83401:83439:83450:83473:83478:83660:83694:83715:83734:83850:83853:83854:83857:83861:83894:83943:8395:8398:83989:83992:83998:84059:84068:84074:8411:84132:84152:8417:8419:84216:84223:84229:84236:84254:84256:84265:8428:84292:84296:84303:84311:84320:844:84418:84446:84448:84457:84461:845:84501:84553:846:84612:84623:84629:84650:84662:84665:8470:84700:84708:84725:84735:84747:84750:84816:84861:84867:84871:8490:8492:8493:84945:84947:8495:84959:84986:85015:85019:8516:8522:85301:85302:85313:85329:85377:85378:8541:85413:8544:85452:85458:8546:85463:85464:85477:8556:8572:8605:8607:8621:8631:8650:8659:8689:87:8728:8735:8736:8739:874:8751:8760:87769:8787:8798:88:8816:8821:8829:883:8840:8842:8844:8848:8863:8871:8887:8904:8906:8908:89122:8925:8935:894:8942:8974:8976:89766:89792:89853:89874:8994:89944:89978:90025:90161:90313:9033:90362:9043:90459:9052:90527:9060:90673:9099:91010:91156:9117:91252:9140:91452:9152:91522:9154:9162:91647:917:9172:91752:91768:91801:91942:9200:9213:9215:9228:9252:92521:9256:92565:9260:9261:92737:9294:92979:93145:9318:93233:93492:9353:9365:93663:9372:9378:9400:9402:94097:94120:94121:94134:9414:9444:9448:9456:9459:9462:9467:947:9472:9481:9497:9501:9518:952:9520:9557:9562:9567:958:9590:9619:9628:9639:9644:9647:9649:9654:9663:96764:9685:9696:9699:9710:9712:9718:9727:9732:9734:9755:9765:9779:9781:9786:9787:9788:9801:9814:9828:9832:9844:9853:9856:9863:987:9871:9873:9882:989:9895:9899:990:9901:9905:9910:9911:9915:9922:993:999:9992
GO:0042995	cell projection	2267	470	286.37	< 1e-30	10083:1012:1021:10300:10400:10458:10497:10518:10611:1063:10642:10755:108:10806:10890:109:111:11127:11170:11280:1129:1131:11315:113451:1143:114783:115:116443:116983:117145:1191:119710:121278:123591:124925:125336:1258:1261:127602:127733:135138:136332:140803:143187:144132:144406:144535:146754:147700:1495:150082:1501:150159:152206:152273:153090:158135:158297:159686:161582:1620:1644:168507:1739:1759:1769:1770:1803:1809:1814:1826:1836:192668:196385:200162:200373:200894:200959:203286:2051:2059:2121:2191:219621:221322:221421:221472:222235:225689:22848:22849:22853:22859:22866:22876:22883:22906:22920:22933:22941:22987:22994:22999:23022:23025:23046:23057:23059:23077:23085:23114:23122:23138:23150:2317:23189:23242:23247:23271:23288:23291:23362:23380:23382:23396:23413:23418:23426:23499:23596:23639:23762:24:25:2534:253559:254263:255101:2560:2567:257044:25809:25828:25861:25886:25914:25924:25932:2596:25981:25989:26011:26052:26053:26059:26074:26115:26146:261734:2622:26230:26278:2643:26999:27241:2737:2741:2742:2776:282809:283446:283726:284076:285025:285175:285220:285590:2868:287:288:2893:2895:28964:2899:29:2904:2909:29105:29119:2915:2932:29767:29780:29984:30011:3064:30820:320:321:323:324:3269:3363:344758:346007:3480:351:353376:3636:3643:3675:3742:374407:3746:374864:375298:3767:3780:3781:3786:3796:3797:3908:399:4036:4038:4117:4137:4155:4163:4357:4534:4638:4642:4643:4653:4684:4685:4734:4763:4771:4810:4867:4919:4920:4926:4976:4983:5024:5025:50488:5058:5064:50649:5066:5071:51062:51174:51196:51199:5142:51473:51474:51684:51741:51761:5314:5332:538:5414:54434:54536:54550:547:54768:54777:54806:54822:54825:54831:54869:54919:55243:55259:5530:55329:55567:55582:55607:55619:55626:5577:55779:5579:55857:5590:56104:56288:56683:56896:56899:57111:57125:57172:57180:57231:57449:5745:57451:5747:575:57502:57521:57528:57537:57539:57553:57669:57699:57706:57731:5798:5800:5818:583:5864:5873:5923:59338:59341:6091:613:6198:6323:64072:64106:643037:64411:64446:64601:64792:64805:64919:65078:6523:6530:6532:6540:6546:658:6584:6623:667:6711:6809:6860:6865:6900:7204:7248:7275:728597:729440:730094:7399:7402:747:773:7881:79363:794:79739:79781:79784:79884:79901:79955:8001:80023:80045:80128:80173:80210:80217:80228:8029:80762:81:81544:817:81846:824:83394:83450:83478:83660:83715:8382:83853:83861:83894:8395:8398:83992:84059:84074:8411:84152:84223:84229:84249:84446:84466:846:84623:84662:84665:8470:84747:84871:8492:84945:8516:85302:85452:8546:85477:8556:8572:87:8751:88:8829:8842:8844:8871:8911:8976:9033:9154:9162:91752:92211:9256:92565:9260:92737:9289:9312:93233:93492:93663:9378:9456:9459:9497:958:9644:9654:9696:9699:9732:9758:9786:9788:9863:9873:989:9899:999
GO:0044444	cytoplasmic part	9986	1518	1261.42	7.2e-29	10010:10019:10020:10026:100271849:100271927:10046:10049:100506084:10053:10056:10079:10082:10083:10090:10103:1012:10121:10131:10144:10148:10184:10200:1021:10257:10274:10276:10299:10300:10313:10345:10360:10396:10398:104:10400:10404:10451:10452:10457:10458:10464:10466:10479:10497:10518:10536:10579:10580:10588:10609:10611:1063:10641:10642:10644:10681:10746:10755:10767:10783:10806:10813:10841:10856:10873:10890:109:10905:10929:10948:10965:10972:10973:11037:11055:11059:110599583:11060:11069:11076:11077:11097:11124:11127:11131:11145:11161:11163:1118:11188:11214:11226:11227:11235:11238:1124:11278:11282:11283:11285:1129:1131:11311:113146:11315:11320:11332:11342:11343:113451:113675:1143:114783:114789:114791:114793:114804:114815:114876:114879:114880:114884:115098:115209:115290:115827:116449:116496:117145:1175:117854:1183:118426:118429:118987:119:1191:119391:119710:1207:121278:123096:123099:123591:123745:124540:124925:125058:1258:126549:127294:127602:1278:127845:127943:1284:1286:1288:128869:1289:1294:129563:1296:129642:130026:1301:1302:1305:1306:1310:132:134147:134265:134957:135138:135152:135228:136332:1373:137735:1378:137964:1384:140460:140688:140691:142685:143098:143187:1432:1435:144100:144132:144233:144406:144423:144535:144699:145173:1455:145567:1457:146556:146691:146754:147166:148229:148867:149461:1495:1497:150082:150280:150468:150684:150763:150962:151011:151246:151742:152002:152206:152273:153090:154141:154664:155382:157310:158135:158297:1586:159:1603:160428:160518:1606:1615:161514:161582:161742:1620:163486:1636:1644:166378:169044:169166:169355:169714:170712:171024:171425:171568:1727:1739:174:1755:1759:1769:1770:1791:1793:1794:1795:1803:1807:1809:1814:1831:1896:1917:192668:1939:196385:196446:196483:199857:200162:200205:200373:200403:2009:201595:202051:202052:2027:2028:2035:2036:2037:205:2051:2055:2059:2066:2103:2108:2131:2137:2157:2158:217:2176:2184:2195:219771:2200:2203:220972:221002:221264:221395:221421:221472:221692:2218:221895:222235:222537:2230:2235:2246:225689:2260:2262:22848:22849:22853:22876:22882:22883:22898:22906:22915:22920:22924:22933:22941:22987:22989:22994:22999:23012:23014:23022:23023:23025:23026:23035:23037:23043:23046:23057:23072:23078:23085:23094:23102:23107:23108:23114:23120:23122:23138:2317:23171:23179:23194:23205:2321:23216:23220:23232:23233:23236:23240:23241:23242:23245:23254:23261:23263:23271:23274:23281:23287:23291:23295:23301:23304:23305:23315:23327:23332:23334:23335:23345:23363:23368:23370:23380:23382:23395:23396:23413:23417:23421:23426:23457:23475:23499:23523:23544:23549:23556:23608:23639:23676:23760:23762:23779:239:2395:24:2444:245972:25:252983:253260:2534:253714:254263:2549:255101:2553:255631:256815:257364:25822:25828:25836:25865:2588:25886:2590:25902:25904:25914:25923:259230:25924:25932:25936:25953:25981:25989:26010:26019:26022:26034:26035:26038:26040:26052:26059:26074:26095:26128:26136:26146:261734:2620:26207:2622:26230:26249:26275:26278:26297:2632:2643:26503:26509:26574:26580:2673:26747:26750:2690:26999:27:27010:27067:27074:2710:27115:27127:27143:27147:2719:27236:27241:27244:27306:2731:27333:27347:27352:2737:2741:2762:2766:2776:2788:2822:282809:282973:283358:283455:283726:284001:284076:284106:284111:284131:284361:284434:284723:285180:285195:285440:2868:2869:287:288:2888:2889:2893:28957:28964:28966:2899:29:2904:29088:2909:29103:29105:29119:29123:2914:2932:2961:29760:29767:29775:29780:29789:29800:2984:29899:29922:29924:29928:29984:30011:3030:3033:3053:3064:307:3077:3083:3092:3096:31:3141:3183:320:321:324:3249:3269:3276:3295:331:3340:337867:339855:340481:340895:3416:342184:342527:342977:346389:347240:347516:3487:3488:3490:349565:351:353376:357:3593:36:3600:3607:3636:3643:3662:367:3675:368:3693:3700:3704:3707:3708:3709:3720:374407:374868:375056:375298:375337:3763:376497:3767:3781:3784:3787:3796:3797:3845:387338:387521:387597:387755:388650:388743:3890:389015:389203:389434:3899:390792:3909:391365:3918:3934:3949:395:3978:3988:399:3991:399687:401541:401647:4026:4036:4045:4052:405753:406:4060:4086:4091:41:4117:4137:4145:4163:4166:4199:4205:4207:4217:4240:4257:4285:4297:4303:4336:4357:440073:441024:442117:444:4481:4482:4507:4534:4548:460:4601:462:4621:4629:4638:4642:4643:4653:4660:4661:4673:4680:4684:4702:4703:4705:4734:4745:4750:4756:4763:4771:4779:4810:4829:4862:4867:4899:4901:4920:4926:4976:4983:49855:5000:501:5019:5024:5025:5026:50488:50512:5053:5058:5064:50649:5066:5071:5073:5079:50848:5091:50940:51062:51070:51084:51097:51112:51114:51144:51167:51174:51194:51196:51199:51230:51257:51280:51292:5130:51304:51305:51343:51365:51377:5138:5139:5140:51409:5142:5144:51451:51458:51473:51474:5150:51512:51514:51535:51555:5159:51652:51657:51666:51684:5169:51700:51702:51735:51741:51760:51761:51809:5208:5211:5218:5245:5251:5270:5287:5288:5295:5297:5305:5314:5321:5325:5332:5336:5337:53407:53630:5371:538:540:5414:5435:54414:54434:54463:5449:54498:54536:54602:547:5471:54715:54742:54756:54762:54768:54777:54795:54806:54808:54820:54828:54858:54869:54875:54897:54926:54928:54941:54949:55013:55062:550643:55074:55075:55102:55124:55151:55160:55164:55165:5520:55214:55240:55243:55259:5527:55275:55289:55294:5530:55316:55329:55331:55349:55357:55435:55500:5553:55530:55567:55568:55607:55610:55619:55626:55680:55686:55690:55703:55715:55718:55733:55744:55750:55754:55756:55757:55760:55763:5577:55770:5578:55781:55784:55787:55789:5579:55790:5581:55815:5583:55831:55841:55843:5585:55856:55862:55884:55898:5590:55915:5592:55959:56052:5611:56164:5618:56203:5624:56288:5641:56479:56649:56683:56776:5686:56888:56890:56896:56898:56899:56937:56942:56950:56953:56955:56964:56987:56998:57001:57111:57128:57143:57157:57159:57161:5717:57172:57176:57178:57186:57190:57194:57198:57205:57221:57228:57231:57412:57449:57451:57458:57464:5747:57476:57481:57491:575:57509:57519:57521:57531:57533:57535:57537:57539:57544:57553:57584:57591:57619:57636:57639:57642:57644:57650:57669:57690:57695:57706:57707:57724:57731:5778:57799:5787:5798:5801:5825:5827:583:58488:58497:58504:58509:58513:58528:586:5864:5866:5871:5873:5889:5900:5922:5923:5924:5926:59338:59341:59352:5937:594:5947:5998:5999:60312:60468:60488:60496:60526:606495:6091:6098:613:6169:6185:6198:6251:6252:6253:6261:6262:6263:6310:6311:6314:6323:633:6344:636:63892:63898:63899:6390:63917:63929:63933:640:6403:64077:64131:64135:6414:64170:64172:64180:64215:64283:64285:64328:64411:644150:64421:64426:64446:6447:644974:6450:64579:64601:646625:64682:64699:64711:64750:64754:64757:64772:64784:64805:6483:64837:64839:64863:6487:64895:65056:65078:6523:65260:652968:6532:6546:6559:6568:6584:6586:65991:66037:6611:6623:6645:6654:667:6671:671:6710:6711:6720:6721:673:6733:6769:6786:6788:6809:6840:6860:6874:6935:7006:701:7029:7035:7039:7043:7047:7111:7135:7153:7155:7161:7163:7188:7204:7248:7260:7273:7275:727897:728597:728661:729440:729873:730094:7326:7327:7389:7402:7405:7407:7410:7414:7421:7450:747:7485:7520:753:7534:763:7704:776:779:7799:781:785:7873:7881:7884:78986:79019:79054:79068:79071:79092:79109:79133:79147:7915:79152:794:79400:79575:79591:79611:79612:79628:79631:79658:79664:79669:79675:79695:79705:79709:79739:79746:79772:79783:79784:79796:79798:79810:79823:79827:79829:79853:79856:79871:79884:79901:79944:79974:79980:800:80023:80028:80115:80128:80146:80150:80168:80173:80201:80205:80207:8021:80210:80216:80217:80243:8028:8029:8030:80310:80333:8050:80724:80726:80762:80781:80817:81:8131:81544:81550:81616:81624:817:8178:81844:81846:81849:8189:8202:8208:8218:8224:8228:824:8277:8288:832:83394:83401:83439:83450:83478:83694:83734:83850:83854:83857:83943:8395:8398:83989:83992:84068:8411:84132:84152:8417:8419:84216:84223:84236:84254:84256:84265:8428:84292:84303:84311:84320:844:84418:84446:84461:845:84501:84612:84623:84629:84650:84665:8470:84700:84725:84735:84747:84750:84816:84861:84867:84871:8492:8493:84945:84947:8495:84986:85019:8516:85301:85302:85313:85377:85378:8541:85413:8544:85452:85458:8546:85463:85477:8556:8572:8605:8607:8621:8631:8650:8659:8689:87:8728:8735:8736:8739:874:8751:8760:87769:88:8821:8829:883:8840:8842:8844:8871:8887:8904:8906:8908:89122:8925:8935:894:8942:8974:8976:89792:89853:89874:8994:89944:89978:90025:90161:9033:90362:9043:9052:90527:9060:90673:9099:91010:91156:9117:91252:9140:91452:9152:91522:9154:9162:91647:917:9172:91768:91801:91942:9200:9213:9215:9228:92521:9256:92565:9260:9261:92737:92979:9318:93233:93492:9365:93663:9372:9378:9400:9402:94097:94120:94121:94134:9414:9456:9459:9462:9467:947:9472:9481:9497:9501:9518:952:9520:9557:9562:9567:9590:9619:9628:9639:9644:9647:9654:9663:96764:9685:9696:9699:9710:9712:9718:9727:9732:9765:9779:9781:9786:9787:9788:9801:9814:9828:9832:9844:9853:9856:9863:987:9871:9873:9882:989:9899:990:9901:9905:9910:9911:9922:993:999:9992
GO:0120025	plasma membrane bounded cell projection	2167	445	273.73	1.9e-28	10083:1012:1021:10300:10400:10458:10497:10518:1063:10642:10755:108:10806:10890:109:111:11127:11170:11280:1129:1131:11315:113451:1143:114783:115:116443:116983:117145:1191:119710:121278:123591:124925:125336:1258:1261:127602:127733:135138:140803:143187:144132:144406:144535:146754:147700:1495:150082:1501:150159:152273:153090:158135:158297:159686:161582:1620:1644:168507:1739:1759:1769:1770:1803:1809:1826:1836:192668:196385:200162:200373:200894:200959:203286:2051:2059:2121:2191:219621:221322:221421:221472:222235:225689:22848:22849:22853:22859:22866:22876:22883:22906:22920:22933:22941:22987:22994:23022:23025:23046:23057:23059:23077:23085:23114:23122:23138:23150:2317:23189:23242:23271:23288:23291:23362:23380:23382:23396:23413:23418:23426:23499:23596:23639:23762:24:25:2534:253559:254263:255101:2560:2567:257044:25809:25828:25861:25886:25914:25924:25932:2596:25981:25989:26011:26052:26053:26059:26074:26115:26146:261734:2622:26230:26278:2643:26999:27241:2737:2741:2742:2776:282809:283446:283726:284076:285025:285175:285220:2868:287:288:2893:2895:28964:2899:29:2904:2909:29105:29119:2915:2932:29767:29780:30011:3064:30820:320:321:323:324:3269:3363:344758:346007:3480:351:3636:3643:3675:3742:374407:3746:374864:375298:3767:3780:3781:3786:3796:3797:3908:4036:4038:4117:4137:4155:4163:4357:4534:4638:4642:4643:4653:4684:4685:4734:4763:4771:4810:4867:4919:4920:4926:4976:4983:5024:5025:50488:5058:5064:50649:5066:5071:51062:51174:51196:51199:5142:51473:51474:51684:51741:51761:5314:5332:538:5414:54434:54536:54550:547:54768:54777:54806:54822:54825:54831:54869:54919:55243:55259:5530:55329:55567:55582:55607:55619:55626:5577:55779:5579:5590:56104:56288:56683:56896:56899:57111:57125:57172:57231:57449:5745:57451:5747:575:57502:57521:57537:57539:57669:57699:57706:57731:5798:5800:5818:583:5864:5873:5923:59338:59341:6091:613:6198:6323:64072:64106:643037:64411:64446:64601:64792:64805:64919:65078:6523:6530:6532:6540:6546:658:6584:6623:667:6711:6809:6860:6865:6900:7248:7275:728597:729440:730094:7399:7402:747:7881:79363:794:79739:79781:79784:79884:79901:79955:8001:80023:80045:80128:80173:80210:80217:80228:8029:80762:81:81544:817:81846:824:83450:83660:83715:8382:83853:83861:83894:8395:8398:83992:84059:84074:8411:84152:84223:84229:84249:84446:846:84623:84662:84665:8470:84747:84871:8492:84945:8516:85302:85452:8546:8556:8572:87:8751:88:8829:8842:8844:8911:8976:9033:9154:9162:91752:92211:9256:92565:9260:92737:9289:9312:93233:93663:9456:9459:9497:958:9654:9696:9732:9758:9786:9788:9863:9873:989:9899:999
GO:0044463	cell projection part	1509	327	190.62	1.1e-24	10083:10300:10400:10497:10518:1063:10642:10755:108:10806:11127:11170:1129:1131:113451:114783:115:116983:117145:1191:123591:124925:1258:1261:127602:135138:140803:143187:144132:144406:144535:146754:147700:150082:1501:150159:152273:153090:158135:158297:1620:168507:1739:1759:1769:1770:1803:1809:1826:1836:192668:196385:200162:200373:200894:203286:2059:2121:2191:221421:221472:225689:22848:22849:22853:22859:22876:22883:22906:22920:22933:22941:22994:23022:23025:23046:23059:23085:23114:23122:23138:23189:23242:23271:23288:23291:23362:23380:23396:23413:23418:23426:23499:23596:23762:24:25:2534:254263:255101:2560:2567:257044:25809:25828:25861:25886:25914:25924:2596:25981:25989:26052:26053:26059:26074:26115:26146:261734:2622:26230:26278:2643:27241:2737:2741:2776:282809:283726:284076:2868:288:2893:2895:28964:2899:29:2909:29105:2932:29767:3064:30820:320:321:323:324:3269:3363:346007:351:3643:3675:3742:374407:3746:374864:375298:3767:3781:3786:3796:3797:3908:4036:4038:4117:4137:4155:4642:4653:4734:4763:4771:4867:4919:4920:4926:4976:4983:5024:5025:50488:5058:5064:50649:51199:5142:51473:51474:51684:51761:5314:5332:538:5414:54434:54536:54550:547:54768:54777:54806:54825:54869:55243:55259:5530:55329:55567:55607:55619:55626:5577:5579:5590:56104:56288:56896:56899:57111:57125:57231:5745:57451:5747:575:57502:57521:57537:57539:57669:57706:57731:5798:5800:5818:583:5864:5873:5923:59338:59341:613:643037:64446:64792:64805:65078:6523:6546:658:6584:6623:667:6711:6809:6860:6865:6900:7248:729440:730094:7399:7402:747:7881:79363:794:79739:79784:79901:79955:8001:80045:80128:80173:80210:80217:80228:8029:80762:81544:824:83450:83715:83992:84059:8411:84152:84249:84446:846:84623:84747:84871:8492:84945:8516:85302:85452:8546:8556:8572:88:8829:8842:8844:9033:9154:9162:91752:92211:9256:92565:92737:9312:93233:9456:958:9654:9696:9758:9786:9863:9873:989
